Camera_Number,Date,Time2,Scientific_name,type
M6,7/27/2021,17:24:00,Sylvilagus audubonii,other
M15,7/27/2021,3:31:00,Sylvilagus audubonii,other
M15,7/27/2021,3:32:00,Sylvilagus audubonii,other
M8,7/27/2021,8:31:00,Pecari tajacu,predator
M11,7/27/2021,5:17:00,Pecari tajacu,predator
M7,7/27/2021,8:31:00,Aspidoscelis marmoratus,prey
CA58,7/27/2021,12:59:00,Crotalus atrox,
M11,7/28/2021,5:55:00,Lepus californicus,other
M12,7/28/2021,19:36:00,Lepus californicus,other
M13,7/28/2021,5:39:00,Lepus californicus,other
M15,7/28/2021,11:27:00,Lepus californicus,other
M3,7/28/2021,4:36:00,Sylvilagus audubonii,other
M3,7/28/2021,5:02:00,Sylvilagus audubonii,other
M3,7/28/2021,5:16:00,Sylvilagus audubonii,other
M6,7/28/2021,4:32:00,Sylvilagus audubonii,other
M6,7/28/2021,4:57:00,Sylvilagus audubonii,other
M13,7/29/2021,6:04:00,Lepus californicus,other
M5,7/29/2021,3:54:00,Sylvilagus audubonii,other
M6,7/29/2021,19:19:00,Sylvilagus audubonii,other
M13,7/29/2021,5:56:00,Sylvilagus audubonii,other
M13,7/29/2021,6:03:00,Sylvilagus audubonii,other
M7,7/29/2021,11:43:00,Masticophis flagellum,predator
M3,7/29/2021,6:04:00,Pecari tajacu,predator
M5,7/29/2021,2:23:00,Pecari tajacu,predator
M5,7/29/2021,2:24:00,Pecari tajacu,predator
M5,7/29/2021,2:28:00,Pecari tajacu,predator
M5,7/29/2021,2:38:00,Pecari tajacu,predator
M5,7/29/2021,2:40:00,Pecari tajacu,predator
M6,7/29/2021,20:35:00,Chaetodipus intermedius,prey
M6,7/29/2021,22:58:00,Chaetodipus intermedius,prey
M6,7/29/2021,23:03:00,Chaetodipus intermedius,prey
M7,7/29/2021,21:44:00,Chaetodipus intermedius,prey
M7,7/29/2021,21:46:00,Chaetodipus intermedius,prey
M7,7/29/2021,21:47:00,Chaetodipus intermedius,prey
M7,7/29/2021,21:50:00,Chaetodipus intermedius,prey
M7,7/29/2021,21:54:00,Chaetodipus intermedius,prey
M7,7/29/2021,21:57:00,Chaetodipus intermedius,prey
M7,7/29/2021,22:00:00,Chaetodipus intermedius,prey
M7,7/29/2021,22:10:00,Chaetodipus intermedius,prey
M7,7/29/2021,22:12:00,Chaetodipus intermedius,prey
M7,7/29/2021,22:23:00,Chaetodipus intermedius,prey
M7,7/29/2021,22:39:00,Chaetodipus intermedius,prey
M7,7/29/2021,23:05:00,Chaetodipus intermedius,prey
M7,7/29/2021,22:47:00,Chaetodipus intermedius,prey
M19,7/29/2021,11:38:00,Cophosaurus texanus,prey
M15,7/29/2021,22:40:00,Dipodomys merriami,prey
M12,7/30/2021,7:18:00,Ammotragus lervia,other
M11,7/30/2021,23:17:00,Lepus californicus,other
M11,7/30/2021,23:18:00,Lepus californicus,other
M13,7/30/2021,3:58:00,Lepus californicus,other
M20,7/30/2021,7:25:00,Lepus californicus,other
M20,7/30/2021,8:01:00,Lepus californicus,other
M3,7/30/2021,1:46:00,Sylvilagus audubonii,other
M15,7/30/2021,7:34:00,Sylvilagus audubonii,other
M12,7/30/2021,23:38:00,Pecari tajacu,predator
M7,7/30/2021,1:28:00,Chaetodipus intermedius,prey
M19,7/30/2021,17:17:00,Cophosaurus texanus,prey
CA62,7/30/2021,20:12:00,Crotalus atrox,
M11,7/31/2021,6:00:00,Lepus californicus,other
M11,7/31/2021,6:16:00,Sylvilagus audubonii,other
M13,7/31/2021,3:25:00,Sylvilagus audubonii,other
M9,7/31/2021,4:44:00,Pecari tajacu,predator
M9,7/31/2021,4:45:00,Pecari tajacu,predator
M11,7/31/2021,4:17:00,Pecari tajacu,predator
M11,7/31/2021,4:26:00,Pecari tajacu,predator
M12,7/31/2021,4:49:00,Pecari tajacu,predator
M12,7/31/2021,4:56:00,Pecari tajacu,predator
M12,7/31/2021,4:57:00,Pecari tajacu,predator
M12,7/31/2021,4:55:00,Pecari tajacu,predator
M15,7/31/2021,4:45:00,Pecari tajacu,predator
M15,7/31/2021,4:45:00,Pecari tajacu,predator
M15,7/31/2021,4:45:00,Pecari tajacu,predator
M15,7/31/2021,4:46:00,Pecari tajacu,predator
M15,7/31/2021,4:47:00,Pecari tajacu,predator
M15,7/31/2021,5:11:00,Pecari tajacu,predator
M17,7/31/2021,4:09:00,Chaetodipus intermedius,prey
CA58,7/31/2021,19:39:00,Crotalus atrox,
CA56,7/31/2021,8:49:00,Crotalus atrox,
CA59,7/31/2021,13:54:00,Crotalus atrox,
CA63,7/31/2021,14:19:00,Crotalus atrox,
CA65,7/31/2021,10:41:00,Crotalus atrox,
