Individual_ID,Beh2,Type,Proba
CA57,TC,Pred,0.308
CA57,TC,Pred,0.406
CA57,TC,Pred,0.48
CA57,TC,Pred,0.322
CA57,TC,Pred,0.776
CA57,TC,Pred,0.176
CA57,TC,Pred,0.73
CA57,TC,Pred,0.488
CA57,TC,Pred,0.408
CA58,TC,Pred,0.232
CA58,TC,Pred,0.044
CA58,TC,Pred,0.534
CA58,TC,Pred,0.358
CA58,TC,Pred,0.566
CA58,TC,Pred,0.346
CA58,TC,Pred,0.242
CA58,TC,Pred,0.366
CA58,TC,Pred,0.686
CA58,TC,Pred,0.56
CA58,TC,Pred,0.208
CA58,TC,Pred,0.146
CA58,TC,Pred,0.21
CA58,TC,Pred,0.596
CA59,TC,Pred,0.476
CA59,TC,Pred,0.306
CA59,TC,Pred,0.498
CA59,TC,Pred,0.17
CA59,TC,Pred,0.336
CA59,TC,Pred,0.418
CA59,TC,Pred,0.588
CA59,TC,Pred,0.044
CA59,TC,Pred,0.354
CA59,TC,Pred,0.056
CA59,TC,Pred,0.194
CA59,TC,Pred,0.414
CA59,TC,Pred,0.498
CA59,TC,Pred,0.376
CA59,TC,Pred,0.43
CA59,TC,Pred,0.44
CA59,TC,Pred,0.164
CA59,TC,Pred,0.062
CA59,TC,Pred,0.376
CA59,TC,Pred,0.822
CA59,TC,Pred,0.47
CA60,TC,Pred,0.164
CA60,TC,Pred,0.432
CA61,TC,Pred,0.66
CA61,TC,Pred,0.164
CA61,TC,Pred,0.272
CA61,TC,Pred,0.568
CA61,TC,Pred,0.462
CA61,TC,Pred,0.282
CA61,TC,Pred,0.884
CA61,TC,Pred,0.566
CA61,TC,Pred,0.168
CA61,TC,Pred,0.094
CA61,TC,Pred,0.698
CA62,TC,Pred,0.028
CA62,TC,Pred,0.622
CA62,TC,Pred,0.542
CA62,TC,Pred,0.122
CA62,TC,Pred,0.398
CA62,TC,Pred,0.292
CA62,TC,Pred,0.13
CA62,TC,Pred,0.538
CA62,TC,Pred,0.57
CA62,TC,Pred,0.12
CA62,TC,Pred,0.058
CA62,TC,Pred,0.114
CA62,TC,Pred,0.526
CA62,TC,Pred,0.522
CA62,TC,Pred,0.472
CA62,TC,Pred,0.466
CA62,TC,Pred,0.164
CA62,TC,Pred,0.126
CA62,TC,Pred,0.484
CA62,TC,Pred,0.484
CA62,TC,Pred,0.4
CA62,TC,Pred,0.452
CA62,TC,Pred,0.566
CA62,TC,Pred,0.298
CA63,TC,Pred,0.476
CA63,TC,Pred,0.698
CA63,TC,Pred,0.38
CA63,TC,Pred,0.722
CA63,TC,Pred,0.554
CA63,TC,Pred,0.768
CA63,TC,Pred,0.084
CA63,TC,Pred,0.668
CA63,TC,Pred,0.02
CA63,TC,Pred,0.508
CA63,TC,Pred,0.396
CA63,TC,Pred,0.382
CA63,TC,Pred,0.034
CA63,TC,Pred,0.492
CA63,TC,Pred,0.12
CA63,TC,Pred,0.038
CA63,TC,Pred,0.558
CA63,TC,Pred,0.146
CA63,TC,Pred,0.204
CA64,TC,Pred,0.308
CA64,TC,Pred,0.086
CA64,TC,Pred,0.272
CA64,TC,Pred,0.206
CA64,TC,Pred,0.468
CA64,TC,Pred,0.436
CA64,TC,Pred,0.36
CA64,TC,Pred,0.464
CA64,TC,Pred,0.546
CA64,TC,Pred,0.048
CA64,TC,Pred,0.63
CA64,TC,Pred,0.578
CA64,TC,Pred,0.214
CA64,TC,Pred,0.738
CA64,TC,Pred,0.506
CA64,TC,Pred,0.526
CA64,TC,Pred,0.5
CA64,TC,Pred,0.152
CA64,TC,Pred,0.08
CA64,TC,Pred,0.476
CA64,TC,Pred,0.424
CA65,TC,Pred,0.146
CA65,TC,Pred,0.092
CA65,TC,Pred,0.036
CA65,TC,Pred,0.008
CA65,TC,Pred,0.56
CA65,TC,Pred,0.47
CA65,TC,Pred,0.716
CA65,TC,Pred,0.234
CA65,TC,Pred,0.052
CA65,TC,Pred,0.43
CA65,TC,Pred,0.102
CA65,TC,Pred,0.112
CA65,TC,Pred,0.596
CA65,TC,Pred,0.186
CA65,TC,Pred,0.522
CA65,TC,Pred,0.61
CA65,TC,Pred,0.196
CA65,TC,Pred,0.21
CA65,TC,Pred,0.23
CA65,TC,Pred,0.476
CA65,TC,Pred,0.432
CA65,TC,Pred,0.426
CA66,TC,Pred,0.184
CA66,TC,Pred,0.402
CA66,TC,Pred,0.472
CA66,TC,Pred,0.316
CA66,TC,Pred,0.512
CA66,TC,Pred,0.508
CA66,TC,Pred,0.09
CA66,TC,Pred,0.438
CA66,TC,Pred,0.422
CA66,TC,Pred,0.508
CA66,TC,Pred,0.27
CA66,TC,Pred,0.658
CA66,TC,Pred,0.858
CA66,TC,Pred,0.302
CA66,TC,Pred,0.768
CA66,TC,Pred,0.504
CA66,TC,Pred,0.67
CA66,TC,Pred,0.466
CA66,TC,Pred,0.32
CA66,TC,Pred,0.386
CA66,TC,Pred,0.434
CA67,TC,Pred,0.24
CA67,TC,Pred,0.234
CA67,TC,Pred,0.198
CA67,TC,Pred,0.494
CA67,TC,Pred,0.658
CA67,TC,Pred,0.504
CA67,TC,Pred,0.048
CA67,TC,Pred,0.234
CA67,TC,Pred,0.39
CA67,TC,Pred,0.242
CA67,TC,Pred,0.252
CA67,TC,Pred,0.222
CA67,TC,Pred,0.218
CA67,TC,Pred,0.156
CA67,TC,Pred,0.232
CA67,TC,Pred,0.398
CA67,TC,Pred,0.404
CA67,TC,Pred,0.4
CA68,TC,Pred,0.566
CA68,TC,Pred,0.334
CA68,TC,Pred,0.524
CA68,TC,Pred,0.418
CA68,TC,Pred,0.73
CA68,TC,Pred,0.47
CA68,TC,Pred,0.526
CA68,TC,Pred,0.332
CA68,TC,Pred,0.794
CA68,TC,Pred,0.056
CA68,TC,Pred,0.43
CA68,TC,Pred,0.72
CA68,TC,Pred,0.272
CA68,TC,Pred,0.748
CA68,TC,Pred,0.122
CA68,TC,Pred,0.194
CA68,TC,Pred,0.322
CA68,TC,Pred,0.44
CA68,TC,Pred,0.64
CA68,TC,Pred,0.448
CA68,TC,Pred,0.22
CA68,TC,Pred,0.102
CA68,TC,Pred,0.332
CA68,TC,Pred,0.632
CA69,TC,Pred,0.226
CA69,TC,Pred,0.05
CA69,TC,Pred,0.382
CA69,TC,Pred,0.742
CA69,TC,Pred,0.406
CA69,TC,Pred,0.446
CA69,TC,Pred,0.186
CA69,TC,Pred,0.546
CA69,TC,Pred,0.026
CA69,TC,Pred,0.046
CA69,TC,Pred,0.656
CA69,TC,Pred,0.154
CA69,TC,Pred,0.096
CA69,TC,Pred,0.408
CA69,TC,Pred,0.434
CA69,TC,Pred,0.2
CA69,TC,Pred,0.43
CA69,TC,Pred,0.518
CA69,TC,Pred,0.562
CA69,TC,Pred,0.262
CA70,TC,Pred,0.306
CA70,TC,Pred,0.728
CA70,TC,Pred,0.002
CA70,TC,Pred,0.086
CA70,TC,Pred,0.776
CA70,TC,Pred,0.142
CA70,TC,Pred,0.436
CA70,TC,Pred,0.324
CA70,TC,Pred,0.362
CA70,TC,Pred,0.53
CA70,TC,Pred,0.564
CA70,TC,Pred,0.606
CA70,TC,Pred,0.806
CA70,TC,Pred,0.426
CA70,TC,Pred,0.318
CA70,TC,Pred,0.576
CA70,TC,Pred,0.464
CA70,TC,Pred,0.108
CA70,TC,Pred,0.24
CA70,TC,Pred,0.44
CA70,TC,Pred,0.242
CA70,TC,Pred,0.724
CA70,TC,Pred,0.084
CA70,TC,Pred,0.45
CA70,TC,Pred,0.498
CA70,TC,Pred,0.174
CA70,TC,Pred,0.322
CA70,TC,Pred,0.47
CA70,TC,Pred,0.392
CA71,TC,Pred,0.032
CA71,TC,Pred,0.308
CA71,TC,Pred,0.672
CA71,TC,Pred,0.722
CA71,TC,Pred,0.532
CA71,TC,Pred,0.518
CA71,TC,Pred,0.524
CA71,TC,Pred,0.598
CA71,TC,Pred,0.724
CA71,TC,Pred,0.434
CA72,TC,Pred,0.296
CA72,TC,Pred,0.282
CA72,TC,Pred,0.458
CA72,TC,Pred,0.254
CA72,TC,Pred,0.468
CA72,TC,Pred,0.33
CA72,TC,Pred,0.498
CA72,TC,Pred,0.204
CA72,TC,Pred,0.522
CA72,TC,Pred,0.834
CA72,TC,Pred,0.19
CA73,TC,Pred,0.498
CA73,TC,Pred,0.772
CA73,TC,Pred,0.052
CA73,TC,Pred,0.324
CA73,TC,Pred,0.108
CA73,TC,Pred,0.62
CA73,TC,Pred,0.72
CA73,TC,Pred,0.19
CA73,TC,Pred,0.564
CA73,TC,Pred,0.67
CA73,TC,Pred,0.534
CA73,TC,Pred,0.228
CA73,TC,Pred,0.47
CA73,TC,Pred,0.308
CA73,TC,Pred,0.664
CA73,TC,Pred,0.306
CA74,TC,Pred,0.426
CA74,TC,Pred,0.18
CA74,TC,Pred,0.064
CA74,TC,Pred,0.254
CA74,TC,Pred,0.228
CA74,TC,Pred,0.186
CA74,TC,Pred,0.352
CA74,TC,Pred,0.454
CA75,TC,Pred,0.3
CA76,TC,Pred,0.358
CA76,TC,Pred,0.034
CA76,TC,Pred,0.282
CA76,TC,Pred,0.272
CA76,TC,Pred,0.408
CA76,TC,Pred,0.672
CA76,TC,Pred,0.2
CA76,TC,Pred,0.56
CA76,TC,Pred,0.434
CA76,TC,Pred,0.04
CA76,TC,Pred,0.794
CA76,TC,Pred,0.08
CA76,TC,Pred,0.44
CA76,TC,Pred,0.598
CA76,TC,Pred,0.096
CA76,TC,Pred,0.46
